640
68, (0, 11, 13, 17)
69, (0, 11, 14, 16)
70, (0, 11, 14, 23)
71, (0, 11, 15, 19)
72, (0, 11, 15, 22)
73, (0, 11, 16, 18)
74, (0, 11, 16, 21)
75, (0, 11, 17, 20)
76, (0, 11, 18, 23)
77, (0, 11, 19, 22)
78, (0, 11, 21, 23)
79, (1, 2, 14, 17)
80, (1, 2, 15, 16)
81, (1, 2, 15, 23)
82, (1, 2, 16, 19)
83, (1, 2, 16, 22)
84, (1, 2, 17, 18)
85, (1, 2, 17, 21)
86, (1, 2, 19, 23)
87, (1, 2, 22, 23)
88, (1, 3, 13, 17)
89, (1, 3, 14, 16)
90, (1, 3, 14, 23)
91, (1, 3, 15, 19)
92, (1, 3, 15, 22)
93, (1, 3, 16, 18)
94, (1, 3, 16, 21)
95, (1, 3, 17, 20)
96, (1, 3, 18, 23)
97, (1, 3, 19, 22)
98, (1, 3, 21, 23)
99, (1, 4, 12, 17)
100, (1, 4, 13, 16)
101, (1, 4, 13, 23)
102, (1, 4, 14, 15)
103, (1, 4, 14, 19)
104, (1, 4, 14, 22)
105, (1, 4, 15, 18)
106, (1, 4, 15, 21)
107, (1, 4, 16, 20)
108, (1, 4, 18, 19)
109, (1, 4, 18, 22)
110, (1, 4, 19, 21)
111, (1, 4, 20, 23)
112, (1, 4, 21, 22)
113, (1, 5, 12, 16)
114, (1, 5, 12, 23)
115, (1, 5, 13, 15)
116, (1, 5, 13, 19)
117, (1, 5, 13, 22)
118, (1, 5, 14, 18)
119, (1, 5, 14, 21)
120, (1, 5, 15, 20)
121, (1, 5, 18, 21)
122, (1, 5, 19, 20)
123, (1, 5, 20, 22)
124, (1, 6, 14, 17)
125, (1, 6, 15, 16)
126, (1, 6, 15, 23)
127, (1, 6, 16, 19)
128, (1, 6, 16, 22)
129, (1, 6, 17, 18)
130, (1, 6, 17, 21)
131, (1, 6, 19, 23)
132, (1, 6, 22, 23)
133, (1, 7, 13, 17)
134, (1, 7, 14, 16)
135, (1, 7, 14, 23)
136, (1, 7, 15, 19)
137, (1, 7, 15, 22)
138, (1, 7, 16, 18)
139, (1, 7, 16, 21)
140, (1, 7, 17, 20)
141, (1, 7, 18, 23)
142, (1, 7, 19, 22)
143, (1, 7, 21, 23)
144, (1, 8, 15, 17)
145, (1, 8, 16, 23)
146, (1, 8, 17, 19)
147, (1, 8, 17, 22)
148, (1, 9, 14, 17)
149, (1, 9, 15, 16)
150, (1, 9, 15, 23)
151, (1, 9, 16, 19)
152, (1, 9, 16, 22)
153, (1, 9, 17, 18)
154, (1, 9, 17, 21)
155, (1, 9, 19, 23)
156, (1, 9, 22, 23)
157, (1, 10, 13, 17)
158, (1, 10, 14, 16)
159, (1, 10, 14, 23)
160, (1, 10, 15, 19)
161, (1, 10, 15, 22)
162, (1, 10, 16, 18)
163, (1, 10, 16, 21)
164, (1, 10, 17, 20)
165, (1, 10, 18, 23)
166, (1, 10, 19, 22)
167, (1, 10, 21, 23)
168, (1, 11, 12, 17)
169, (1, 11, 13, 16)
170, (1, 11, 13, 23)
171, (1, 11, 14, 15)
172, (1, 11, 14, 19)
173, (1, 11, 14, 22)
174, (1, 11, 15, 18)
175, (1, 11, 15, 21)
176, (1, 11, 16, 20)
177, (1, 11, 18, 19)
178, (1, 11, 18, 22)
179, (1, 11, 19, 21)
180, (1, 11, 20, 23)
181, (1, 11, 21, 22)
182, (2, 3, 12, 17)
183, (2, 3, 13, 16)
184, (2, 3, 13, 23)
185, (2, 3, 14, 15)
186, (2, 3, 14, 19)
187, (2, 3, 14, 22)
188, (2, 3, 15, 18)
189, (2, 3, 15, 21)
190, (2, 3, 16, 20)
191, (2, 3, 18, 19)
192, (2, 3, 18, 22)
193, (2, 3, 19, 21)
194, (2, 3, 20, 23)
195, (2, 3, 21, 22)
196, (2, 4, 12, 16)
197, (2, 4, 12, 23)
198, (2, 4, 13, 15)
199, (2, 4, 13, 19)
200, (2, 4, 13, 22)
201, (2, 4, 14, 18)
202, (2, 4, 14, 21)
203, (2, 4, 15, 20)
204, (2, 4, 18, 21)
205, (2, 4, 19, 20)
206, (2, 4, 20, 22)
207, (2, 5, 12, 15)
208, (2, 5, 12, 19)
209, (2, 5, 12, 22)
210, (2, 5, 13, 14)
211, (2, 5, 13, 18)
212, (2, 5, 13, 21)
213, (2, 5, 14, 20)
214, (2, 5, 18, 20)
215, (2, 5, 20, 21)
216, (2, 6, 13, 17)
217, (2, 6, 14, 16)
218, (2, 6, 14, 23)
219, (2, 6, 15, 19)
220, (2, 6, 15, 22)
221, (2, 6, 16, 18)
222, (2, 6, 16, 21)
223, (2, 6, 17, 20)
224, (2, 6, 18, 23)
225, (2, 6, 19, 22)
226, (2, 6, 21, 23)
227, (2, 7, 12, 17)
228, (2, 7, 13, 16)
229, (2, 7, 13, 23)
230, (2, 7, 14, 15)
231, (2, 7, 14, 19)
232, (2, 7, 14, 22)
233, (2, 7, 15, 18)
234, (2, 7, 15, 21)
235, (2, 7, 16, 20)
236, (2, 7, 18, 19)
237, (2, 7, 18, 22)
238, (2, 7, 19, 21)
239, (2, 7, 20, 23)
240, (2, 7, 21, 22)
241, (2, 8, 14, 17)
242, (2, 8, 15, 16)
243, (2, 8, 15, 23)
244, (2, 8, 16, 19)
245, (2, 8, 16, 22)
246, (2, 8, 17, 18)
247, (2, 8, 17, 21)
248, (2, 8, 19, 23)
249, (2, 8, 22, 23)
250, (2, 9, 13, 17)
251, (2, 9, 14, 16)
252, (2, 9, 14, 23)
253, (2, 9, 15, 19)
254, (2, 9, 15, 22)
255, (2, 9, 16, 18)
256, (2, 9, 16, 21)
257, (2, 9, 17, 20)
258, (2, 9, 18, 23)
259, (2, 9, 19, 22)
260, (2, 9, 21, 23)
261, (2, 10, 12, 17)
262, (2, 10, 13, 16)
263, (2, 10, 13, 23)
264, (2, 10, 14, 15)
265, (2, 10, 14, 19)
266, (2, 10, 14, 22)
267, (2, 10, 15, 18)
268, (2, 10, 15, 21)
269, (2, 10, 16, 20)
270, (2, 10, 18, 19)
271, (2, 10, 18, 22)
272, (2, 10, 19, 21)
273, (2, 10, 20, 23)
274, (2, 10, 21, 22)
275, (2, 11, 12, 16)
276, (2, 11, 12, 23)
277, (2, 11, 13, 15)
278, (2, 11, 13, 19)
279, (2, 11, 13, 22)
280, (2, 11, 14, 18)
281, (2, 11, 14, 21)
282, (2, 11, 15, 20)
283, (2, 11, 18, 21)
284, (2, 11, 19, 20)
285, (2, 11, 20, 22)
286, (3, 4, 12, 15)
287, (3, 4, 12, 19)
288, (3, 4, 12, 22)
289, (3, 4, 13, 14)
290, (3, 4, 13, 18)
291, (3, 4, 13, 21)
292, (3, 4, 14, 20)
293, (3, 4, 18, 20)
294, (3, 4, 20, 21)
295, (3, 5, 12, 14)
296, (3, 5, 12, 18)
297, (3, 5, 12, 21)
298, (3, 5, 13, 20)
299, (3, 6, 12, 17)
300, (3, 6, 13, 16)
301, (3, 6, 13, 23)
302, (3, 6, 14, 15)
303, (3, 6, 14, 19)
304, (3, 6, 14, 22)
305, (3, 6, 15, 18)
306, (3, 6, 15, 21)
307, (3, 6, 16, 20)
308, (3, 6, 18, 19)
309, (3, 6, 18, 22)
310, (3, 6, 19, 21)
311, (3, 6, 20, 23)
312, (3, 6, 21, 22)
313, (3, 7, 12, 16)
314, (3, 7, 12, 23)
315, (3, 7, 13, 15)
316, (3, 7, 13, 19)
317, (3, 7, 13, 22)
318, (3, 7, 14, 18)
319, (3, 7, 14, 21)
320, (3, 7, 15, 20)
321, (3, 7, 18, 21)
322, (3, 7, 19, 20)
323, (3, 7, 20, 22)
324, (3, 8, 13, 17)
325, (3, 8, 14, 16)
326, (3, 8, 14, 23)
327, (3, 8, 15, 19)
328, (3, 8, 15, 22)
329, (3, 8, 16, 18)
330, (3, 8, 16, 21)
331, (3, 8, 17, 20)
332, (3, 8, 18, 23)
333, (3, 8, 19, 22)
334, (3, 8, 21, 23)
335, (3, 9, 12, 17)
336, (3, 9, 13, 16)
337, (3, 9, 13, 23)
338, (3, 9, 14, 15)
339, (3, 9, 14, 19)
340, (3, 9, 14, 22)
341, (3, 9, 15, 18)
342, (3, 9, 15, 21)
343, (3, 9, 16, 20)
344, (3, 9, 18, 19)
345, (3, 9, 18, 22)
346, (3, 9, 19, 21)
347, (3, 9, 20, 23)
348, (3, 9, 21, 22)
349, (3, 10, 12, 16)
350, (3, 10, 12, 23)
351, (3, 10, 13, 15)
352, (3, 10, 13, 19)
353, (3, 10, 13, 22)
354, (3, 10, 14, 18)
355, (3, 10, 14, 21)
356, (3, 10, 15, 20)
357, (3, 10, 18, 21)
358, (3, 10, 19, 20)
359, (3, 10, 20, 22)
360, (3, 11, 12, 15)
361, (3, 11, 12, 19)
362, (3, 11, 12, 22)
363, (3, 11, 13, 14)
364, (3, 11, 13, 18)
365, (3, 11, 13, 21)
366, (3, 11, 14, 20)
367, (3, 11, 18, 20)
368, (3, 11, 20, 21)
369, (4, 5, 12, 13)
370, (4, 5, 12, 20)
371, (4, 6, 12, 16)
372, (4, 6, 12, 23)
373, (4, 6, 13, 15)
374, (4, 6, 13, 19)
375, (4, 6, 13, 22)
376, (4, 6, 14, 18)
377, (4, 6, 14, 21)
378, (4, 6, 15, 20)
379, (4, 6, 18, 21)
380, (4, 6, 19, 20)
381, (4, 6, 20, 22)
382, (4, 7, 12, 15)
383, (4, 7, 12, 19)
384, (4, 7, 12, 22)
385, (4, 7, 13, 14)
386, (4, 7, 13, 18)
387, (4, 7, 13, 21)
388, (4, 7, 14, 20)
389, (4, 7, 18, 20)
390, (4, 7, 20, 21)
391, (4, 8, 12, 17)
392, (4, 8, 13, 16)
393, (4, 8, 13, 23)
394, (4, 8, 14, 15)
395, (4, 8, 14, 19)
396, (4, 8, 14, 22)
397, (4, 8, 15, 18)
398, (4, 8, 15, 21)
399, (4, 8, 16, 20)
400, (4, 8, 18, 19)
401, (4, 8, 18, 22)
402, (4, 8, 19, 21)
403, (4, 8, 20, 23)
404, (4, 8, 21, 22)
405, (4, 9, 12, 16)
406, (4, 9, 12, 23)
407, (4, 9, 13, 15)
408, (4, 9, 13, 19)
409, (4, 9, 13, 22)
410, (4, 9, 14, 18)
411, (4, 9, 14, 21)
412, (4, 9, 15, 20)
413, (4, 9, 18, 21)
414, (4, 9, 19, 20)
415, (4, 9, 20, 22)
416, (4, 10, 12, 15)
417, (4, 10, 12, 19)
418, (4, 10, 12, 22)
419, (4, 10, 13, 14)
420, (4, 10, 13, 18)
421, (4, 10, 13, 21)
422, (4, 10, 14, 20)
423, (4, 10, 18, 20)
424, (4, 10, 20, 21)
425, (4, 11, 12, 14)
426, (4, 11, 12, 18)
427, (4, 11, 12, 21)
428, (4, 11, 13, 20)
429, (5, 6, 12, 15)
430, (5, 6, 12, 19)
431, (5, 6, 12, 22)
432, (5, 6, 13, 14)
433, (5, 6, 13, 18)
434, (5, 6, 13, 21)
435, (5, 6, 14, 20)
436, (5, 6, 18, 20)
437, (5, 6, 20, 21)
438, (5, 7, 12, 14)
439, (5, 7, 12, 18)
440, (5, 7, 12, 21)
441, (5, 7, 13, 20)
442, (5, 8, 12, 16)
443, (5, 8, 12, 23)
444, (5, 8, 13, 15)
445, (5, 8, 13, 19)
446, (5, 8, 13, 22)
447, (5, 8, 14, 18)
448, (5, 8, 14, 21)
449, (5, 8, 15, 20)
450, (5, 8, 18, 21)
451, (5, 8, 19, 20)
452, (5, 8, 20, 22)
453, (5, 9, 12, 15)
454, (5, 9, 12, 19)
455, (5, 9, 12, 22)
456, (5, 9, 13, 14)
457, (5, 9, 13, 18)
458, (5, 9, 13, 21)
459, (5, 9, 14, 20)
460, (5, 9, 18, 20)
461, (5, 9, 20, 21)
462, (5, 10, 12, 14)
463, (5, 10, 12, 18)
464, (5, 10, 12, 21)
465, (5, 10, 13, 20)
466, (5, 11, 12, 13)
467, (5, 11, 12, 20)
468, (6, 7, 12, 17)
469, (6, 7, 13, 16)
470, (6, 7, 13, 23)
471, (6, 7, 14, 15)
472, (6, 7, 14, 19)
473, (6, 7, 14, 22)
474, (6, 7, 15, 18)
475, (6, 7, 15, 21)
476, (6, 7, 16, 20)
477, (6, 7, 18, 19)
478, (6, 7, 18, 22)
479, (6, 7, 19, 21)
480, (6, 7, 20, 23)
481, (6, 7, 21, 22)
482, (6, 8, 14, 17)
483, (6, 8, 15, 16)
484, (6, 8, 15, 23)
485, (6, 8, 16, 19)
486, (6, 8, 16, 22)
487, (6, 8, 17, 18)
488, (6, 8, 17, 21)
489, (6, 8, 19, 23)
490, (6, 8, 22, 23)
491, (6, 9, 13, 17)
492, (6, 9, 14, 16)
493, (6, 9, 14, 23)
494, (6, 9, 15, 19)
495, (6, 9, 15, 22)
496, (6, 9, 16, 18)
497, (6, 9, 16, 21)
498, (6, 9, 17, 20)
499, (6, 9, 18, 23)
500, (6, 9, 19, 22)
501, (6, 9, 21, 23)
502, (6, 10, 12, 17)
503, (6, 10, 13, 16)
504, (6, 10, 13, 23)
505, (6, 10, 14, 15)
506, (6, 10, 14, 19)
507, (6, 10, 14, 22)
508, (6, 10, 15, 18)
509, (6, 10, 15, 21)
510, (6, 10, 16, 20)
511, (6, 10, 18, 19)
512, (6, 10, 18, 22)
513, (6, 10, 19, 21)
514, (6, 10, 20, 23)
515, (6, 10, 21, 22)
516, (6, 11, 12, 16)
517, (6, 11, 12, 23)
518, (6, 11, 13, 15)
519, (6, 11, 13, 19)
520, (6, 11, 13, 22)
521, (6, 11, 14, 18)
522, (6, 11, 14, 21)
523, (6, 11, 15, 20)
524, (6, 11, 18, 21)
525, (6, 11, 19, 20)
526, (6, 11, 20, 22)
527, (7, 8, 13, 17)
528, (7, 8, 14, 16)
529, (7, 8, 14, 23)
530, (7, 8, 15, 19)
531, (7, 8, 15, 22)
532, (7, 8, 16, 18)
533, (7, 8, 16, 21)
534, (7, 8, 17, 20)
535, (7, 8, 18, 23)
536, (7, 8, 19, 22)
537, (7, 8, 21, 23)
538, (7, 9, 12, 17)
539, (7, 9, 13, 16)
540, (7, 9, 13, 23)
541, (7, 9, 14, 15)
542, (7, 9, 14, 19)
543, (7, 9, 14, 22)
544, (7, 9, 15, 18)
545, (7, 9, 15, 21)
546, (7, 9, 16, 20)
547, (7, 9, 18, 19)
548, (7, 9, 18, 22)
549, (7, 9, 19, 21)
550, (7, 9, 20, 23)
551, (7, 9, 21, 22)
552, (7, 10, 12, 16)
553, (7, 10, 12, 23)
554, (7, 10, 13, 15)
555, (7, 10, 13, 19)
556, (7, 10, 13, 22)
557, (7, 10, 14, 18)
558, (7, 10, 14, 21)
559, (7, 10, 15, 20)
560, (7, 10, 18, 21)
561, (7, 10, 19, 20)
562, (7, 10, 20, 22)
563, (7, 11, 12, 15)
564, (7, 11, 12, 19)
565, (7, 11, 12, 22)
566, (7, 11, 13, 14)
567, (7, 11, 13, 18)
568, (7, 11, 13, 21)
569, (7, 11, 14, 20)
570, (7, 11, 18, 20)
571, (7, 11, 20, 21)
572, (8, 9, 14, 17)
573, (8, 9, 15, 16)
574, (8, 9, 15, 23)
575, (8, 9, 16, 19)
576, (8, 9, 16, 22)
577, (8, 9, 17, 18)
578, (8, 9, 17, 21)
579, (8, 9, 19, 23)
580, (8, 9, 22, 23)
581, (8, 10, 13, 17)
582, (8, 10, 14, 16)
583, (8, 10, 14, 23)
584, (8, 10, 15, 19)
585, (8, 10, 15, 22)
586, (8, 10, 16, 18)
587, (8, 10, 16, 21)
588, (8, 10, 17, 20)
589, (8, 10, 18, 23)
590, (8, 10, 19, 22)
591, (8, 10, 21, 23)
592, (8, 11, 12, 17)
593, (8, 11, 13, 16)
594, (8, 11, 13, 23)
595, (8, 11, 14, 15)
596, (8, 11, 14, 19)
597, (8, 11, 14, 22)
598, (8, 11, 15, 18)
599, (8, 11, 15, 21)
600, (8, 11, 16, 20)
601, (8, 11, 18, 19)
602, (8, 11, 18, 22)
603, (8, 11, 19, 21)
604, (8, 11, 20, 23)
605, (8, 11, 21, 22)
606, (9, 10, 12, 17)
607, (9, 10, 13, 16)
608, (9, 10, 13, 23)
609, (9, 10, 14, 15)
610, (9, 10, 14, 19)
611, (9, 10, 14, 22)
612, (9, 10, 15, 18)
613, (9, 10, 15, 21)
614, (9, 10, 16, 20)
615, (9, 10, 18, 19)
616, (9, 10, 18, 22)
617, (9, 10, 19, 21)
618, (9, 10, 20, 23)
619, (9, 10, 21, 22)
620, (9, 11, 12, 16)
621, (9, 11, 12, 23)
622, (9, 11, 13, 15)
623, (9, 11, 13, 19)
624, (9, 11, 13, 22)
625, (9, 11, 14, 18)
626, (9, 11, 14, 21)
627, (9, 11, 15, 20)
628, (9, 11, 18, 21)
629, (9, 11, 19, 20)
630, (9, 11, 20, 22)
631, (10, 11, 12, 15)
632, (10, 11, 12, 19)
633, (10, 11, 12, 22)
634, (10, 11, 13, 14)
635, (10, 11, 13, 18)
636, (10, 11, 13, 21)
637, (10, 11, 14, 20)
638, (10, 11, 18, 20)
639, (10, 11, 20, 21)
